job-href,job,content,types,salary,business_trip,position_text,position_href,company
https://www.104.com.tw/job/8yrdz?app_jobsource=m_time4jobs&jobsource=new_map,數據工程師(台中),"【工作內容】
※數據架構建設： 設計與維護高效能的資料倉儲（Data Warehouse）與 ETL 流程，確保數據的準確性與即時性。
※機器學習開發： 針對製造業場景（如預防性維護、品質預測、製程參數優化）開發 ML 預測模型。
※數據視覺化： 透過 BI 工具或自定義報表，將複雜數據轉化為直觀的經營與生產決策資訊。
※跨團隊協作： 與 SI 系統整合團隊合作，確保設備端（OT）數據順利串接至分析端（IT）。
※資料庫管理： 負責 SQL 資料庫的設計、優化與性能調優。

【必備條件】
※熟練掌握 SQL（這是不容妥協的核心能力）。
※熟悉 Python 或 R 等數據科學常用語言。
※有資料庫設計、數據清理與特徵工程的實務經驗。
※溝通韌性： 需與不同背景的客戶溝通，具備耐心、同理心與清晰的邏輯表達。

【加分條件】
※開發潛力： 懂基本程式開發（如 Python, JavaScript），能撰寫簡單腳本優化作業流程。
※邏輯能力： 面對凌亂的原始數據能釐清脈絡，具備優秀的邏輯拆解能力。
※有製造業相關數據處理經驗或熟悉工廠端協議（如 Modbus, OPC-UA）。,不拘,不拘,不拘","數據分析師／資料分析師
、軟體工程師
、資料工程師","部分工時(月薪)10,000~50,000元",依公司規定,台中市潭子區崇德路四段170巷75號,"https://maps.google.com.tw/?q=%E7%B6%A0%E5%93%81%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8@24.2063694,120.6883753&z=17",綠品有限公司
https://www.104.com.tw/job/8vhp7?app_jobsource=m_time4jobs&jobsource=new_map,資訊工程師-微信小程序,"1. 負責微信小程序維護。
2. 需熟Visual Studio, C#。
3. 需熟sql server。
4. 善溝通者佳,不拘,Visual Studio、C#
提升專業能力
提升專業能力,軟體程式設計","軟體工程師
、MIS程式設計師
、系統工程師",待遇面議,無需出差外派,台中市北區文心路四段200號11樓之6,"https://maps.google.com.tw/?q=%E5%8F%B0%E6%98%87%E5%9C%8B%E9%9A%9B%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8@24.173143,120.6768627&z=17",台昇國際股份有限公司
https://www.104.com.tw/job/7sweq?app_jobsource=m_time4jobs&jobsource=new_map,資訊人員,"1.資訊設備、網路管理維護。
2.電腦軟硬體故障排除。
3.資訊設備採購盤點。
4.程式開發。
5.主管交辦事項。,不拘,TCP/IP、PostgreSQL、MySQL、MS SQL、Windows Server 2019、Windows 10、Linux、Python、PHP、Git、Tomcat、HTML、Java、Pascal、Delphi、IoT、JavaScript
提升專業能力
提升專業能力,網路設備設定安裝、網路應用軟體操作、作業系統基本操作、網路架設佈線、網路配線工具使用、資料庫軟體應用、資料庫系統管理維護、資訊設備環境設定、資訊設備操作檢修、電腦設備裝配","系統工程師
、MIS程式設計師","月薪35,000~45,000元取得專屬你的薪水報告",無需出差外派,台中市大里區仁化里仁美路62號,"https://maps.google.com.tw/?q=%E8%81%96%E5%B2%B1%E5%AF%A6%E6%A5%AD%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8@24.098268,120.7085987&z=17",聖岱實業股份有限公司
https://www.104.com.tw/job/8yrdy?app_jobsource=m_time4jobs&jobsource=new_map,應用工程師(台中),"【工作內容】
※系統維運與監控： 負責客戶端系統（如 ERP 接口、OEE 監控系統）的日常運行與異常排除。
※資料庫管理： 運用 SQL 進行數據查詢、報表彙整及基礎資料庫維護，確保數據正確流轉。
※網路與硬體維護： 客戶端現場網路環境排除、系統介接測試與硬體設備基本設定。
※技術支援協助： 配合顧問團隊，將客戶反饋轉化為技術需求，並協助系統整合的現地測試。
※數位化賦能： 協助客戶操作數位工具，成為客戶數位轉型路上的技術靠山。

【必備條件】
※技術底子： 熟悉 SQL 語法（能獨立進行資料查詢與處理）。
※網路素養： 具備基礎網路架構知識（IP 配置、路由、VPN、子網遮罩等）。
※整合思維： 對「系統整合」感興趣，不只是修好東西，更能理解系統間的串接邏輯。
※溝通韌性： 需與不同背景的客戶溝通，具備耐心、同理心與清晰的邏輯表達。

【加分條件】
※開發潛力： 懂基本程式開發（如 Python, JavaScript），能撰寫簡單腳本優化作業流程。
※工業背景： 有製造業、智慧工廠或設備維護相關經驗者優佳。,不拘,不拘,不拘","系統工程師
、網路管理工程師
、其他資訊專業人員","部分工時(月薪)10,000~50,000元",依公司規定,台中市潭子區崇德路四段170巷75號,"https://maps.google.com.tw/?q=%E7%B6%A0%E5%93%81%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8@24.2063694,120.6883753&z=17",綠品有限公司
https://www.104.com.tw/job/5yh38?app_jobsource=m_time4jobs&jobsource=new_map,資訊助理,"1. 行政庶務、接聽電話、業務協助事項。
2. 系統操作、系統測試、文件製作。 
2.官網文件、錄製影片、產品文件製作與更新。
3.產品功能測試與客戶服務工作。
4.主管交辦事項之完成。,未填寫,Excel、PowerPoint、Word、中文打字20~50、英文打字20~50
提升專業能力
提升專業能力,文書處理軟體操作","資訊助理
、工程助理
、助理工程師","月薪30,000~35,000元取得專屬你的薪水報告",無需出差外派,台中市北屯區松明街9巷12號,"https://maps.google.com.tw/?q=%E7%B6%AD%E8%81%96%E8%B3%87%E8%A8%8A%E7%A7%91%E6%8A%80%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8@24.1854933,120.7010332&z=17",維聖資訊科技股份有限公司
https://www.104.com.tw/job/8yrdx?app_jobsource=m_time4jobs&jobsource=new_map,軟體工程師(台中),"【工作內容】
※數據處理 (ETL)： 協助將工廠端設備數據進行清理、轉換，確保數據的準確性與一致性。
※資料倉儲管理： 負責 SQL 資料庫的維護與優化，設計高效的資料儲存架構。
※數據視覺化： 運用 BI 工具將枯燥的數據轉化為直觀的儀表板，輔助客戶進行營運決策。
※協同作業： 與資深工程師配合，將數據分析結果對接到 AI 預測模型中。。

【必備條件】
※技術底子：熟悉 SQL 資料庫，能撰寫基本的查詢與資料操作指令。。
※網路素養： 具備基礎網路架構知識（IP 配置、路由、VPN、子網遮罩等）。
※軟體操作： 具備基本的程式撰寫邏輯（如 Python, JavaScript），對視覺化工具有興趣。
※特質需求： 細心與耐心： 數據處理是基礎，對細節的堅持決定了分析的品質。

【加分條件】
※好奇心： 喜歡探究數據背後的物理意義（例如：為什麼這台機台的電流異常？）。
※學習動機： 對 AI 與傳統產業數位轉型充滿熱忱。
※有處理大數據（Big Data）或即時串流數據經驗。
※具備製造業相關實習或工作經驗者。,不拘,JavaScript、Python、ETL
提升專業能力
提升專業能力,軟體程式設計、資料庫程式設計","系統工程師
、網路管理工程師
、軟體工程師","部分工時(月薪)10,000~50,000元",依公司規定,台中市潭子區崇德路四段170巷75號,"https://maps.google.com.tw/?q=%E7%B6%A0%E5%93%81%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8@24.2063694,120.6883753&z=17",綠品有限公司
https://www.104.com.tw/job/8ys5k?app_jobsource=m_time4jobs&jobsource=new_map,韌體開發工程師(台中),"1. 規劃及執行產品控制單元設計
2. 規劃及執行產品韌體之撰寫,並維護量產產品
3. 協助配合韌體新技術之研發及導入
4. 執行產品韌體測試
5. 控制韌體開發品質與成本,不拘,不拘,不拘","韌體工程師
、軟韌體測試工程師",待遇面議,無需出差外派,台中市北屯區文心路4段698號 19F-1&amp;2,"https://maps.google.com.tw/?q=%E5%85%83%E6%B3%B0%E7%99%BC%E5%AF%A6%E6%A5%AD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8@24.1715908,120.6875147&z=17",元泰發實業有限公司
https://www.104.com.tw/job/4kuh8?app_jobsource=m_time4jobs&jobsource=new_map,助理工程師,"1.在系統分析工程師的指導下，進行資料管理及維護等資訊相關工作。
2.系統操作、系統測試、文件製作、主管交辦事項之達成。 
3.官網文件、產品文件製作與更新。
4.產品功能測試與客戶服務工作。
5.主管交辦事項之完成。,未填寫,MySQL、Excel、PowerPoint、Word、中文打字20~50、英文打字20~50
提升專業能力
提升專業能力,作業系統基本操作、資料備份與復原、文書處理軟體操作","資訊助理
、工程助理
、助理工程師","月薪30,000~40,000元取得專屬你的薪水報告",無需出差外派,台中市北屯區松明街9巷12號,"https://maps.google.com.tw/?q=%E7%B6%AD%E8%81%96%E8%B3%87%E8%A8%8A%E7%A7%91%E6%8A%80%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8@24.1854933,120.7010332&z=17",維聖資訊科技股份有限公司
https://www.104.com.tw/job/8yu93?app_jobsource=m_time4jobs&jobsource=new_map,【台中】IT-INF資深工程師(UNIX),"1.基礎設施建置 - 擬訂與控管基礎設施
(作業系統、硬體環境、資料庫、網路、資訊技術)建置計劃、安全規劃與架構設計 。                                                       
2.基礎設施建置-系統上線 擬議基礎設施護管理之工作指導程序供做遵循 。
3. 系統功能增修 執行與指導基礎設施建置與驗測 。                                
4. 事故與問題  處置、分析與診斷系統異常並擬議改善措施 。
5.主管交辦,1.多益400以上
2. MUST:  Linux/UNIX server 4年以上管理經驗
3. NAS storage、SAN storage及SAN Switch 1年以上管理經驗
4. 具半導體廠或資通訊產業相關工作經驗佳
工作內容:
Linux/UNIX Server、NAS/SAN storage設備規劃、建置與維運管理，含: 日常維護、監控維護、效能調校、異常處理、安全管理、備份備援(HA/DR)、權限管理。,不拘,不拘","資訊設備管制人員
、網路安全分析師
、資料庫管理人員","月薪54,000~95,000元取得專屬你的薪水報告",無需出差外派,台中市潭子區,"https://maps.google.com.tw/?q=Siliconware%20Precision%20Industries%20Co.%2C%20Ltd._%E7%9F%BD%E5%93%81%E7%B2%BE%E5%AF%86%E5%B7%A5%E6%A5%AD%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8@24.2163612,120.7062535&z=17","Siliconware Precision Industries Co., Ltd._矽品精密工業股份有限公司"
https://www.104.com.tw/job/8ysd4?app_jobsource=m_time4jobs&jobsource=new_map,研發AI軟體工程師,"具體工作包括(但不限於):
1、設計、開發機器學習、深度學習或生成式AI模型和演算法
2、進行資料收集、清洗、轉換、分析和特徵工程，模型訓練料準備。
3、資料訓練模型、參數調整和模型微調（Fine-tuning）。
4、AI模型部署。
5、開發AI應用服務相關內容。
6、開發與維護公司系統程式。
7、與第三方API進行串接，開發新功能並整合外部服務。,不拘,Git、Python
提升專業能力
提升專業能力,不拘","軟體工程師
、全端工程師
、AI工程師",待遇面議,需出差，一年累積時間未定,台中市太平區永平路二段520號,"https://maps.google.com.tw/?q=%E6%AC%A3%E5%B1%95%E5%B7%A5%E6%A5%AD%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8@24.1295511,120.7088354&z=17",欣展工業股份有限公司
https://www.104.com.tw/job/887kf?app_jobsource=m_time4jobs&jobsource=new_map,Unity 3D 物聯網平台軟體工程師（智慧建築／BIM）,"本職缺負責智慧建築自動化平台之開發與維運。透過 Unity 3D、BIM 與 IoT 整合，建置可視化監控與控制介面，提升建築之能源效率與營運管理品質。

【職務說明】

以 Unity 3D 建置建築自動化平台之可視化介面（儀表板、警示、趨勢、導航）。

進行 BIM（Revit/IFC） 模型轉換與優化，整合即時感測資料，實作數位孿生應用。

與後端與 IoT 團隊協作，串接通訊協定與平台 API，建立穩定的資料流與控制流程。

既有系統之 維護、測試、除錯 與效能調校，確保系統穩定度與使用體驗。

參與需求訪談、系統設計與設計審查，確保功能按期高品質交付。


【任職資格】

具 Unity 或 Android／iOS／Web 前端 其一之實作經驗。

了解 BIM 之使用情境與基本流程，能與設計／機電相關人員溝通。

具備良好之 問題分析與解決 能力，能獨立完成任務。

具 電腦軟硬體與網路 基礎知識，理解常見部署與連線環境。

善用 LLM 輔助開發：能以大語言模型進行需求拆解、程式碼產生／重構、撰寫測試、除錯與文件撰寫；理解提示設計與工具鏈整合（如 IDE 外掛、程式碼助理、API）；並具資料與原始碼安全意識（避免洩漏機敏資訊、遵循授權與資安規範）。

【加分條件】

Unity 圖形與資產管理：URP/HDRP、Addressables、Profiler、LOD、Occlusion、批次合併等最佳化經驗。

行動端整合：Android/iOS 原生 Plugin、相機／定位／藍牙整合與效能調校。

Web 前端：React/Vue/TypeScript 或 WebGL 發佈與相容性調校經驗。

建築自動化／工控／IoT 協定：BACnet、Modbus、OPC UA、MQTT；時序資料庫（InfluxDB、Timescale）。

BIM/幾何流程：Revit 外掛、IFC、glTF、3D Tiles、網格簡化與屬性綁定。

研發流程：Git Flow、CI/CD、單元／整合測試、Sentry、Grafana/Prometheus。

資安與權限：SSO、RBAC、多租戶架構經驗。


【技術環境（參考）】

客戶端／前端：Unity 2021+、C#、URP、Addressables、WebGL、.NET

行動：Android（Kotlin/Java）、iOS（Swift/Objective-C），原生 SDK 串接

通訊／資料：REST/gRPC、WebSocket、MQTT、BACnet/Modbus、時序資料庫

協作工具：Git、Jira/YouTrack、CI/CD、Docker、雲端平台（依專案）


【我們提供】

參與大型場域之實際導入，成果可見且具實際營運效益。

參與技術選型與架構討論，重視工程品質與可維護性。


【招募流程】

資料審閱（履歷與作品／GitHub／作品影片）

技術面談（含作品與情境題討論）

主管面談（含團隊協作與職務配適）
（流程可能依實際情況調整）


【應徵方式】

請將履歷與代表作品（Unity 專案影片／截圖、App 商店連結或其他作品）寄至招募信箱
郵件主旨：應徵 Unity 3D 物聯網平台軟體工程師—姓名,未填寫,Git、Unity3D
提升專業能力
提升專業能力,不拘","軟體工程師
、前端工程師
、遊戲工程師",待遇面議,無需出差外派,台中市北屯區崇德六路一段29號2樓,"https://maps.google.com.tw/?q=%E5%84%AA%E6%87%8B%E7%B6%B2%E9%9B%BB%E7%A7%91%E6%8A%80%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8@24.1796868,120.6957173&z=17",優懋網電科技股份有限公司
https://www.104.com.tw/job/4cpa4?app_jobsource=m_time4jobs&jobsource=new_map,網頁程式設計助理,"主要工作: 網頁程式設計協助修改。
次要工作: 主管安排例行相關工作(如:網站上傳/管理/設定)。

由資深網頁程式設計師協助本職務人員開發網頁設計專案，
進而從中學習網頁程式相關專業。
具程式設計相關專業或經驗及學習專業的熱忱

此職務可學習到的相關技能領域
1. .NET .C# 、PHP、Vue、Angular… 。
2. MS SQL、MY SQL。
3. HTML / CSS / JavaScript / JQuery。,不拘,ASP.NET、PHP、HTML、JavaScript、CSS
提升專業能力
提升專業能力,不拘","設計助理
、Internet程式設計師
、資訊助理","月薪30,000元以上取得專屬你的薪水報告",無需出差外派,台中市北區崇德路一段629號11樓之2,"https://maps.google.com.tw/?q=%E8%97%9D%E8%AA%A0%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8@24.1674421,120.6847664&z=17",藝誠科技有限公司
